"SlNo",Asset Id,Asset Name,"StartChainage","EndChainage","Length(Km)",District
332,PW05010105026320,OLD MC (KSRTC)ROAD,0,0.4,0.4,TVPM
333,PW05010105026327,PALLICKAL MOOTHALA IDAVELIKKAL,0,3.1,3.1,TVPM
334,PW05010105026325,"PEROOR CHANTHAMUKKUVELLALLOOR",0,2,2,TVPM
335,PW05010105026323,"AARAMTHANAM KAMUKINKUZHITHALIKUZHY",0,3,3,TVPM
336,PW05010102046351,"Kuzhiyankonam - Thalikallu -Konniyoor road",0,1.25,1.25,TVPM
337,PW05010103046348,Kaniyapuram-Puthenthoppe road,0,4.45,4.45,TVPM
338,PW05010103036321,"kundamankadavu -Mandapathinkadavu road",5.8,25.1,19.3,TVPM
339,PW05010103036322,Balaramapuram-Kattakada,2.2,5.6,3.4,TVPM
340,PW05010103036323,Peyad-vellanad Road,0,6.2,6.2,TVPM
341,PW05010103036324,Anthiyoorkonam-Thachottukavu Road,0,4.3,4.3,TVPM
342,PW05010103036325,Malayinkil-Pappanamcode Road,0,5.5,5.5,TVPM
343,PW05010103036326,Malayinkil-Ooruttambalam Road,0,5.02,5.02,TVPM
344,PW05010103036327,Kollamkonam-Puliyarakonam Road,0,4,4,TVPM
345,PW05010103036328,Vilavoorkal-Pidaram,0,3.1,3.1,TVPM
346,PW05010103036329,Pongumoodu- Anappad,0,3,3,TVPM
347,PW05010103036330,"Kunnumpara-Kuruvimugal-MachelRoad",0,3,3,TVPM
348,PW05010103036331,Kuzhakkad Temple Road,0,1.3,1.3,TVPM
349,PW05010103036332,Santhammoola-Machel Road0.00,0,4.8,4.8,TVPM
350,PW05010103036333,"Vilappilsala-Malappanamcode-Kattakada Road",0,5.8,5.8,TVPM
351,PW05010103036334,Killi-Manali-Mechira Road,0,4.8,4.8,TVPM
352,PW05010103036335,valiyarathala- Mukampalamoodu,0,1.2,1.2,TVPM
353,PW05010103036336,Thachottukavu-Mangattukadavu Roa d,0,3.05,3.05,TVPM
354,PW05010103036337,Killi -Thoongampara road,0,1.2,1.2,TVPM
355,PW05010103036338,"Kattuvila-Cherukodu-Mukkampalamoodu road",0,2.3,2.3,TVPM
356,PW05010103036339,Malayam-Mottamoodu,0,4,4,TVPM
357,PW05010103036340,"Perukavu-Vizhavor-Choozhattukottaroad",0,2.7,2.7,TVPM
358,PW05010103036315,"Anthiyoorkonam- kalluvarambu-Nellikadu road",0,3,3,TVPM
359,PW05010103036317,oottukuzhi cherukode kattakkode,0,5,5,TVPM
360,PW05010103036319,Chowalloor NSS High School Road,0,1,1,TVPM
361,PW05010103036320,"Kandala -Thiralikuzhi -MundukonamRoad",0,1.5,1.5,TVPM
362,PW05010103036318,Kattakada -Moliyoor -Kandala Road,0,1.3,1.3,TVPM
363,PW05010103036316,Killi -Puthuvaikal- Kanthala Road,0,1.5,1.5,TVPM
364,PW05010103036314,"Kundamuzhi -Keezhathilnada- KilliRoad",0,2.3,2.3,TVPM
365,PW05010103036310,"Kundamokadavu -PuthuveettumalaRoad (Sankaran Nair Road)",0,2,2,TVPM
366,PW05010103036311,Kunnumpara -Valiyarathala Road,0,0.87,0.87,TVPM
367,PW05010103036312,"Moongodu- Aruvippara -MeppukadaRoad",0,2.5,2.5,TVPM
368,PW05010103036313,Nedumkuzhy -Edamala Road,0,2,2,TVPM
369,PW05010103036304,"Nedumkuzhy -Thinavila -Paruthanpara-Myladi Road",0,3.4,3.4,TVPM
370,PW05010103036305,Peyad Market jn to Pidaram Road,0,3,3,TVPM
371,PW05010103036306,"Thoongampara -Oonnampara -Nellicaud -Pottankavu Road",0,2.01,2.01,TVPM
372,PW05010103036308,Velloorkonam -Cheenivila Road,0,2.6,2.6,TVPM
373,PW05010103036307,Puliyarakonam -Mannayam Road,0,1.44,1.44,TVPM
374,PW05010103036309,"Valiyottukonam- Kurussumattom -Pattaravila Road",0,1.7,1.7,TVPM
375,PW05010103036301,Malayinkil -Kuruvimugal,0,1.8,1.8,TVPM
376,PW05010103036302,"Mechira -Panayamcode -Malappanamcode Road",0,3,3,TVPM
377,PW05010103036303,Vettiyam-Alaity Road,0,2,2,TVPM
378,PW05010104016315,Eanchakkal - Kanjiravilakam road,0,1.77,1.77,TVPM
379,PW05010104016316,ST.THOMAS CHURCH-THIRUVALLOM,0,1.08,1.08,TVPM
380,PW05010104016318,"Passport Office-Irumpupalam-Thengappura-Kavaradi Road",0,0.8,0.8,TVPM
381,PW05010104016327,Vallakkadavu - Arattugate,0,0.35,0.35,TVPM
382,PW05010104016319,Spencer-Gashouse Road,0,0.21,0.21,TVPM
383,PW05010104016320,POONTHURA-CHERIYAMUTTOM,0,0.99,0.99,TVPM
384,PW05010104016325,MANACADU-PERUNELLI ROAD,0,1.5,1.5,TVPM
385,PW05010104016323,Pulimoodu - Uppidamoodu,0,0.92,0.92,TVPM
386,PW05010104016321,KARALKKADA-POONTHURA,0,3.98,3.98,TVPM
387,PW05010104016322,Ayurveda College - Kunnumpuram,0,0.35,0.35,TVPM
388,PW05010104016328,"Pazhavangadi - WestFort(Padmavilasom) Road",0,0.63,0.63,TVPM
389,PW05010104016329,"Pazhavangadi - Uppidamoodu (Canal)Road",0,0.91,0.91,TVPM
390,PW05010104016324,AROUND GANDHI PARK,0,0.3,0.3,TVPM
391,PW05010104016326,Valiyathura - Airport Road,0,1.55,1.55,TVPM
392,PW05010105016334,"Angavila - Karichira - KadakkavoorRailwaystation road",0,1.2,1.2,TVPM
393,PW05010105016335,"Perumkulam Post Office - ElapuramRoad",0,2,2,TVPM
394,PW05010105016336,Irangukadavu - Kayikara kadavu road,0,1.5,1.5,TVPM
395,PW05010105016337,"Karichattimoola -Vadayil -Moonattumukku road",0,1.5,1.5,TVPM
396,PW05010105016338,Thettichira - Marangattukonam road,0,2.5,2.5,TVPM
397,PW05010103046349,"Venjarammoodu-Pothencode-Vetturoad",5.93,12.5,6.57,TVPM
398,PW05010101046334,"Panachamoodu- Panchamkuzhi-Mullaluvila Road",0,2,2,TVPM
399,PW05010101046335,Kunnathukal -Chavadi Road,0,1.41,1.41,TVPM
400,PW05010104036355,Road Around MG College,0,1.21,1.21,TVPM
401,PW05010105036339,"Janathamukk -kannamba -karamukk -karunilakkod-nadayara",0,5.5,5.5,TVPM
402,PW05010105036338,Cherunnniyoor cutting -Alumood,0,5,5,TVPM
403,PW05010105036340,Varkala town roads,0,18,18,TVPM
404,PW05010105036341,Mullapallikonam manamboor,0,4.5,4.5,TVPM
405,PW05010105036342,Perettil ring road,0,2.5,2.5,TVPM
406,PW05010105036343,Perumkulam kavalayoor,0,3.5,3.5,TVPM
407,PW05010105036344,Kurissadi -kavalayoor school road,0,2,2,TVPM
408,PW05010105036345,Ottoor chenancode,0,3,3,TVPM
409,PW05010105036346,Thoppichantha -kavalayoor,0,2.5,2.5,TVPM
410,PW05010105036347,postoffice mukk -puthuval -kaleeckal,0,3,3,TVPM
411,PW05010103026334,"Palayam -Pettah Jn -ShangumughamRoad",0,9.1,9.1,TVPM
412,PW05010103026335,"Pattom - Murinjapalam - MedicalCollege -Ulloor",0,2.84,2.84,TVPM
413,PW05010103026336,"Murinjapalam - Poonthi Road (NHBypass)",0,3.7,3.7,TVPM
414,PW05010103026337,Ulloor - Koch Ulloor,0,0.36,0.36,TVPM
415,PW05010104036359,LMS VELLAYAMBALAM KOWDIAR,0,2.44,2.44,TVPM
416,PW05010104036356,KOWDIAR Peroorkada,0,2.04,2.04,TVPM
417,PW05010104036357,Pattom Marappalam KOWDIAR,0,2.3,2.3,TVPM
418,PW05010104036358,VELLAYAMBALAM Sasthamangalam,0,1.07,1.07,TVPM
419,PW05010104036360,Peroorkada Vazhayila,0,1.43,1.43,TVPM
420,PW05010103046350,"Channankara-Kochukodungalloor-Kadinamkulam road",0,3,3,TVPM
421,PW05010102026313,"Vamanapuram - Chittar Road ( Karettu- Palode Road )",6,21.03,15.03,TVPM
422,PW05010102036303,"Muthuvila - Aruvippuram - ChullalamRoad",0,5.5,5.5,TVPM
423,PW05010102036305,Vettinad - Velavoor Road,0,6.4,6.4,TVPM
424,PW05010102036302,"Thannimoodu - Silk Form -Valliyarappan Kadu Themopamood",0,10,10,TVPM
425,PW05010102036311,"Thandarampoika - Karinchathi -Keezhayikkonam Road",0,5,5,TVPM
426,PW05010102036308,Thekkada - Shemavila Road,0,5.8,5.8,TVPM
427,PW05010102036304,"Vattapara - Kuttiyani - PothencodeRoad",0,5.6,5.6,TVPM
428,PW05010102036315,Kalliyode - Moonnanakuzhy Road,0,2.23,2.23,TVPM
429,PW05010102036301,"Vembayam Thalayil ThembamooduRoad",0,7.5,7.5,TVPM
430,PW05010102026309,Palode - Brimoore Road,0,15.03,15.03,TVPM
431,PW05010102026319,"Kothakulangara - Chembankodu -Neerpara - Thannimoodu Road",0,5,5,TVPM
432,PW05010102036307,Vamanapuram - KalamachalRoad,0,3.6,3.6,TVPM
433,PW05010102026318,"Vattappanakadu - Alumkuzhi -Elavattom Road",0,4.5,4.5,TVPM
434,PW05010102026307,Chullimanoor - Panayamuttam Road,0,5,5,TVPM
435,PW05010102026312,Kallara Hospital Road,0,1.35,1.35,TVPM
436,PW05010101036309,Poovar - Sankurutty Road,0,6.5,6.5,TVPM
437,PW05010101036310,Kakkavila Road,0,0.48,0.48,TVPM
438,PW05010101056333,Vizhinjam - Poovar Road,0,12.4,12.4,TVPM
439,PW05010101036311,"Uchakkada - Kulathur H.S- MudipuraNada - Ooranivila Road",0,3.6,3.6,TVPM
440,PW05010101036329,"Udiyankulangara - Kulathur - ChavadiRoad",0,8.4,8.4,TVPM
441,PW05010101036320,"Chenkavila - Maradi - CharoottukonamRoad",0,3.05,3.05,TVPM
442,PW05010101036315,Ayira Road,0,3.33,3.33,TVPM
443,PW05010101036319,Parassala - Kollengode Road,0,1.45,1.45,TVPM
444,PW05010101056301,"Loordhipuram -Chinnamarthandamthura Road",0,1.15,1.15,TVPM
445,PW05010101056311,Arumanoor - Pulluvila Road,0,4.4,4.4,TVPM
446,PW05010101056336,Thirupurathur - Pulluvila Road,0,5.6,5.6,TVPM
447,PW05010101036314,Vlathankara - Avanakkinvila Road,0,2.3,2.3,TVPM
448,PW05010101056312,"Kanjiramkulam - Police Station toMarappalam",0,2,2,TVPM
449,PW05010101036333,Udiyankulangara - Vlathankara Road,0,4.7,4.7,TVPM
450,PW05010101036321,"Kottamam - Puthukulam - AnjalikonamRoad",0,3.27,3.27,TVPM
451,PW05010101056313,"Nelimmodu - Vengampotta -Marappalam Road",0,3.28,3.28,TVPM
452,PW05010101036334,"Puthankada KochayanimooduChirakulam road",0,3.8,3.8,TVPM
453,PW05010101036323,Vattavila - Pirayimodu Road,0,2.64,2.64,TVPM
454,PW05010101036325,Kottamam - Danuvachapuram Road,0,2.18,2.18,TVPM
455,PW05010101036324,Approch Road - ITI Dhanuvachapuram,0,0.58,0.58,TVPM
456,PW05010101036326,"Udiyankulangara - DhanuvachapuramRoad",0,1.14,1.14,TVPM
457,PW05010101056314,"Kannaravila - Mannakkallu -Mannotikonam Road",0,2.6,2.6,TVPM
458,PW05010101046302,Manchavilakom Road,0,7.77,7.77,TVPM
459,PW05010101056315,Uchakkada - Nellimoodu Road,0,3.3,3.3,TVPM
460,PW05010101056316,"Mangalathukonam - Kottukal - YealaRoad",0,1.6,1.6,TVPM
461,PW05010101036322,Karakonam Vlamkulam Road,0,5.39,5.39,TVPM
462,PW05010101046303,Nilamamoodu - Anchumarankala Road,0,5.83,5.83,TVPM
463,PW05010101056330,"Adimalathura Costal areaAdimalathura Pozhiyoor road",0,6,6,TVPM
464,PW05010101046305,Perumkadavila - Kunnathukal Road,0,10.8,10.8,TVPM
465,PW05010101046306,Manchavilakam Thathiyoor Road,0,2.6,2.6,TVPM
466,PW05010101046307,"Chulliyoor - ChadachimarthandamRoad",0,6.05,6.05,TVPM
467,PW05010101056317,Bhagavathynada - Punnamoodu Road,0,1.5,1.5,TVPM
468,PW05010101016328,Aruvipuram - Perumkadavila Road,0,2,2,TVPM
469,PW05010101016329,Mampazhakara Road,0,4.5,4.5,TVPM
470,PW05010101046301,"Arattukuzhi - Amboori Neyyar DamRoad",0,14.97,14.97,TVPM
471,PW05010101046314,Pasuvannara Aruvikara Road,0,3.5,3.5,TVPM
472,PW05010101046313,Mylachal - Koranamcode Road,0,5.02,5.02,TVPM
473,PW05010101046315,Valiyavazhi - Nulliyodu Road,0,3.45,3.45,TVPM
474,PW05010101046316,Koottappu - Sooravakani Road,0,2.22,2.22,TVPM
475,PW05010101046317,Vellarada - Neyyardam Road,0,2.4,2.4,TVPM
476,PW05010101046318,"Ottasekharamangalam - Olattimoodu -Valiyavazhi Road",0,9.62,9.62,TVPM
477,PW05010101046309,Mandpathinkadavu - Mukunthara Road,0,4.39,4.39,TVPM
478,PW05010101046308,Mandapathindadavu - Vazhichal Road,0,4.34,4.34,TVPM
479,PW05010101046312,Karamoodu Killiyoor Road,0,2.4,2.4,TVPM
480,PW05010101046304,Aduvally Pantha Road,0,2.6,2.6,TVPM
481,PW05010101046319,Koothali - Pannimala Road,0,3,3,TVPM
482,PW05010101046320,Vavode - Kathanthitta Road,0,3.16,3.16,TVPM
483,PW05010101046321,"Mannamkonam - Karimpumannadi -Kudappanamoooduu Road",0,3.5,3.5,TVPM
484,PW05010101046322,Malayankavku Mullaluvila Road,0,3,3,TVPM
485,PW05010101046323,Keezharoor - Aruvikkara Road,0,3.4,3.4,TVPM
486,PW05010101056318,Kakkamoola - Kalliyoor Road,0,2.15,2.15,TVPM
487,PW05010101056338,"Parayanvilakam KazhivoorMoonnumukku Kallumala road",0,2.4,2.4,TVPM
488,PW05010101056319,Karumam - Thiruvallam Road,0,5.6,5.6,TVPM
489,PW05010101056320,Kovalam First Approach Road,0,2.08,2.08,TVPM
490,PW05010101056341,Kovalam Second Approach Road,0,0.8,0.8,TVPM
491,PW05010101056321,Peringamala - Kakkamoola Road,0,3.27,3.27,TVPM
492,PW05010101056322,"Kurishadi AmbalathaumoolaKarumkulam Road",0,6,6,TVPM
493,PW05010101046324,Chempoor Road,0,10.6,10.6,TVPM
494,PW05010101046325,"Aruvipuram - Marayamuttom -Danuvachapuram Road",0,6.33,6.33,TVPM
495,PW05010101046326,Edaval-Thudali Road,0,6.94,6.94,TVPM
496,PW05010101046327,Kochuvayalmukku - Kandamthitta Road,0,1.8,1.8,TVPM
497,PW05010101056323,Vellayani Lake Road,0,2,2,TVPM
498,PW05010101056324,Plankalamukku - Vellayani Road,0,2,2,TVPM
499,PW05010101036332,Kunnivila - Avanakkinvila Road,0,2,2,TVPM
500,PW05010101046333,Parassala - Panachamoodu Road,5.03,14.86,9.83,TVPM
501,PW05010101056325,"Panagodu Kattukulam NellivilaThettivila Road",0,3.8,3.8,TVPM
502,PW05010101056339,Kakamoola bund road,0,3.2,3.2,TVPM
503,PW05010102036313,"Kodithookya Kunnu PongumooduKamukinkode Road",0,3.3,3.3,TVPM
504,PW05010103026312,Chakai - Vattathope Road,0,3.2,3.2,TVPM
505,PW05010103026313,Pettah - Oruvathikotta Road,0,4.7,4.7,TVPM
506,PW05010103026314,Kannanmoola - Pallimukku Road,0,0.7,0.7,TVPM
507,PW05010103026315,Nalumukku - Medical College Road,0,3.2,3.2,TVPM
508,PW05010103026316,Kunnukuzhi - Koloor Bridge Road,0,0.67,0.67,TVPM
509,PW05010103026317,Kannanmoola - Mulavana,0,1,1,TVPM
510,PW05010103026318,Sreekariyam - Akkulam Road,0,3.5,3.5,TVPM
511,PW05010103026319,Medical College - Chalakkuzhy Road,0,1.2,1.2,TVPM
512,PW05010103026320,Prasanth Nagar Road,0,2,2,TVPM
513,PW05010103026321,Mannanthala - Powdikkonam Road,0,3,3,TVPM
514,PW05010103026322,Veli - Venpalavattom Road,0,2,2,TVPM
515,PW05010103026301,Ulloor - Akkulam Road,0,4.9,4.9,TVPM
516,PW05010103026302,Babuji Nagar Road,0,2,2,TVPM
517,PW05010103026303,Ullur Temple Road,0,0.53,0.53,TVPM
518,PW05010103026304,Mulavana - Thekkummoodu Road,0,0.5,0.5,TVPM
519,PW05010103026305,Thekkummoodu - Plamoodu Road,0,0.54,0.54,TVPM
520,PW05010103026306,Pothujanam Lane,0,2,2,TVPM
521,PW05010103026307,Pulayanar Kotta - T.B. Sanitorium Road,0,0.6,0.6,TVPM
522,PW05010103026308,"KIMS hospital - Southern Aircommand Road (Vinod Nagar)",0,0.8,0.8,TVPM
523,PW05010103026309,PMG - Plamoodu (One way) Road,0,0.55,0.55,TVPM
524,PW05010103026310,Shanghumugham - Veli Road,0,3.4,3.4,TVPM
525,PW05010103026311,All Saints College - Veli Road,0,2.75,2.75,TVPM
526,PW05010101056331,Trivandrum - Vizhinjam Road,5,14.8,9.8,TVPM
527,PW05010101036327,"Parasuvakkal Pavathiyanvila AalamparaRoad",0,3.9,3.9,TVPM
528,PW05010102026315,Aryanad -Palode Road,11.8,22.4,10.6,TVPM
529,PW05010102026317,"Thannimoodu-Perayam- ChellanchiRoad",0,6.8,6.8,TVPM
530,PW05010102026314,"Kudavanadu - Paluvally - ChellanchiRoad",0,4.5,4.5,TVPM
531,PW05010102026310,Panavoor - Attinpuram Road,0,2.9,2.9,TVPM
532,PW05010102026316,Attinpuram - Perayam Road,0,4.1,4.1,TVPM
533,PW05010102036314,"Vamanapuram - KuttaraPanthiplavikonam - Mele Kuttimoodu",0,6.4,6.4,TVPM
534,PW05010101056326,Balaramapuram - Kattakkada Road,0,2.2,2.2,TVPM
535,PW05010102036312,"Poolanthara-Tittayathukonam-Kinattumukku-Mathanad-",0,6,6,TVPM
536,PW05010105036312,Nandavanam Road,0,0.8,0.8,TVPM
537,PW05010105036313,Sivagiri Road,0,2,2,TVPM
538,PW05010105036315,Ayiroor Reghunathapuram Road,0,4.52,4.52,TVPM
539,PW05010105036316,Bhajana Madom Road,0,1,1,TVPM
540,PW05010105036302,Varkala - Vettor - Nedumkanda Road,0,5.4,5.4,TVPM
541,PW05010105036317,Puthenchantha - Chilakoor Road,0,1.2,1.2,TVPM
542,PW05010105036318,Narikkal Road,0,1.2,1.2,TVPM
543,PW05010105036319,Plavazhikam Angengo Road (ODR),0,3.2,3.2,TVPM
544,PW05010105036303,Varkala - Edava - Kappil Road,0,8.8,8.8,TVPM
545,PW05010105036320,Cherunniyoor Kadavu Branch Road,0,0.94,0.94,TVPM
546,PW05010105036311,Venkulam Road,0,4,4,TVPM
547,PW05010105036321,Plavazhikam Angengo Road (ODR),3.2,3.55,0.35,TVPM
548,PW05010105036322,Vilabhagam Road,0,4.4,4.4,TVPM
549,PW05010105036323,"Cherunniyoor - Thannimoodu -Vettoor Road",0,7,7,TVPM
550,PW05010105036324,Vettoor - Panayikadavu Road,0,2.25,2.25,TVPM
551,PW05010105036307,Edava - Ayiroor Road,0,4,4,TVPM
552,PW05010105036325,Bhoothakulam Race Road,0,4.48,4.48,TVPM
553,PW05010105036326,Kadambattukonam Road,0,7.13,7.13,TVPM
554,PW05010105036327,Elakamon Paripally Road,0,2.44,2.44,TVPM
555,PW05010105036330,"Njekkad - Panayara - Thachod -Aasarimukku Road",0,5,5,TVPM
556,PW05010105016301,Nilakkamukku - Kaikkara Road,0,3.1,3.1,TVPM
557,PW05010105016309,Attingal - Chirayinkil Road,0,6.8,6.8,TVPM
558,PW05010105016310,Kunnuvaram Road,0,2.41,2.41,TVPM
559,PW05010105016321,Vakkom - Pannayilkadavu Road,0,1.6,1.6,TVPM
560,PW05010105016329,"Paqndakasala TekkumbagamChekkalavilakom Road",0,2.8,2.8,TVPM
561,PW05010105016326,Mananakku Branch Road,0,0.68,0.68,TVPM
562,PW05010105036328,"New MLA Road (Narikkal KarathalaThettikulam Road )",0,3.63,3.63,TVPM
563,PW05010105036331,Attingal - Dalavapuram Road,0,6.26,6.26,TVPM
564,PW05010105016319,"Pallimukku - Vileyilmola - ThinavilaRoad",0,4.4,4.4,TVPM
565,PW05010105016322,E.H.S. Kalamachal Road,0,4.2,4.2,TVPM
566,PW05010105016330,PTP Road,0,4.2,4.2,TVPM
567,PW05010105016333,Azhoor - Sasthavattom Road,0,5.9,5.9,TVPM
568,PW05010105016323,Chirayinkil - Korani Road,0,5.8,5.8,TVPM
569,PW05010105016324,Angengo - Muthalapozhi Road,0,3.55,3.55,TVPM
570,PW05010105016328,Pandakassala Althara moodu,0,2.6,2.6,TVPM
571,PW05010105016303,"Alamcode - Meerankadavu- AnjengoRoad",0,9.25,9.25,TVPM
572,PW05010105016325,Kallampuzha Bridge Approach Road,0,1.3,1.3,TVPM
573,PW05010105016307,Attingal - Dalavapuram Road,0,2.8,2.8,TVPM
574,PW05010105016313,"Kollampuzha Landing AvanavancherryRoad",0,4.2,4.2,TVPM
575,PW05010105036329,Njekkad - Chavarkode Road,0,4.64,4.64,TVPM
576,PW05010105036305,Varkala - Kallambalam Road,0,11.4,11.4,TVPM
577,PW05010105016306,Vamanapuram - Kalamachal Road,3.6,7.7,4.1,TVPM
578,PW05010102026306,Kallara - Adappupara Road,0,6.5,6.5,TVPM
579,PW05010102026311,"Peringamala Panchayat Office Junction- Agrifarm Road",0,6.5,6.5,TVPM
580,PW05010102026320,"Chayam - Vedanavilakam -Kannamkara Road",0,2,2,TVPM
581,PW05010102026305,"Panavoor-Konganamkode -Thottumukku-Thekkummoodu-",0,4.5,4.5,TVPM
582,PW05010102046325,Karanad - Kuriyathi Road,0,3.3,3.3,TVPM
583,PW05010102046335,Nettiracira - Vellanad - Poovachal Road,0,11.8,11.8,TVPM
584,PW05010102046332,Pattakulam - Pezhumood Road,0,5.2,5.2,TVPM
585,PW05010102046342,Uzhamalakkal - Parandode Road,0,4.25,4.25,TVPM
586,PW05010102046338,"Charumoodu Ayyappankuzhy Road(via) Nallikuzhy Road",0,5.2,5.2,TVPM
587,PW05010102046339,Changa - Chakkippara Road,0,4.25,4.25,TVPM
588,PW05010102046309,V Kesavan Nair Road,0,3.8,3.8,TVPM
589,PW05010102046310,"Paruthippalli - Manthikkalam-KottoorRoad",0,5.2,5.2,TVPM
590,PW05010102046303,Aryanad- Kottakkakam Road,0,5.6,5.6,TVPM
591,PW05010102046322,Aryanad - Pezhummoodu Road,0,3,3,TVPM
592,PW05010102046319,"Kulappada - Panacode -Mannoorkonam Road",0,7.6,7.6,TVPM
593,PW05010102046331,"Kuttichal-Thanchancode - KottoorRoad",0,4.7,4.7,TVPM
594,PW05010102046330,"Mithranikethan -Companymukku-Velliyannoor �� Kidangummel ",0,5.6,5.6,TVPM
595,PW05010102046329,"Muthiyavila - OttasekharamangalamRoad",0,5.2,5.2,TVPM
596,PW05010102046311,Parantode Meenankal Road,0,3.69,3.69,TVPM
597,PW05010102046323,Pezhumoodu-Thalikallu Road,0,1.5,1.5,TVPM
598,PW05010102046328,"Pattakkulam-Koninada-MylottumoozhiRoad",0,2.1,2.1,TVPM
599,PW05010102046318,Vellanadu - Aryanadu Road,0,5.28,5.28,TVPM
600,PW05010102046327,Vellanadu Branch Road,0,0.4,0.4,TVPM
601,PW05010102046326,"Pezhumoodu - Kalanpara -Paruthippally Road",0,1.85,1.85,TVPM
602,PW05010102046317,Vellanadu - Aruvikkara Road,0,3.6,3.6,TVPM
603,PW05010102046316,Ambalathinkala - Thoonganpara Road,0,3.5,3.5,TVPM
604,PW05010102046315,Plavoor Keezharoor Road,0,4.17,4.17,TVPM
605,PW05010102046306,Kattakkada - Kottoor Road,0,14.6,14.6,TVPM
606,PW05010102046314,Kollakonam - Kuruthamkode Road,0,2.6,2.6,TVPM
607,PW05010102046320,"Charupara - Chettikkonam - MavuvilaRoad",0,2.5,2.5,TVPM
608,PW05010102046321,Kottoor - Vlavetty Road,0,2,2,TVPM
609,PW05010102046313,"Mylottumuzhi - Chaikkulam -Aamachal Road",0,3.2,3.2,TVPM
610,PW05010102046312,"Vellanad - Valiyara - Meppattumala -Mazhuvancode - Sankaramugham",0,5,5,TVPM
611,PW05010102046301,"Mundela - Kanikkapetty -Puthukulangara Road",0,2.2,2.2,TVPM
612,PW05010102046333,Peyad - Uriyacode - Vellanad Road,6.2,10.25,4.05,TVPM
613,PW05010102046341,"Aryanad - Choozha - Kanakuzhy -Chakkippara Road",0,3.25,3.25,TVPM
614,PW05010102046349,"Chappath- Sambuthangi-Enchappuri-Cherumanchal Road",0,4.7,4.7,TVPM
615,PW05010102046336,Nakrachira - Nediyavila Road,0,5,5,TVPM
616,PW05010102046334,"Pallivetta - Kanakuzhy - KonniyoorRoad",0,2,2,TVPM
617,PW05010102046337,Pulimoodu - Eravoor Road,0,1.5,1.5,TVPM
618,PW05010102046307,"Vellanad - Kannampally - Cheppode -Mulayara Road",0,4,4,TVPM
619,PW05010102046340,"Kizhamachal - Chembanacode -Kanjiramvila Road",0,1.6,1.6,TVPM
620,PW05010102046343,Kanakkode - Pappanam Road,0,1.5,1.5,TVPM
621,PW05010102046344,Kottoor - Chonampara Road,0,5.25,5.25,TVPM
622,PW05010102046345,Malayadi - Cheruppani - Vettayil Road,0,2.3,2.3,TVPM
623,PW05010102046346,"Meenankal - Pannikuzhy -Pattankulichapara Road",0,2,2,TVPM
624,PW05010102046347,"Pulimoodu - Muthuvandankuzhi LPS -Tholoor Road",0,0.7,0.7,TVPM
625,PW05010102046302,"Thiruvananthapuram - NeyyardamRoad",17.8,27.2,9.4,TVPM
626,PW05010102046348,"Uriyacode - Chakkipara - SimonMemmorial Road",0,1.5,1.5,TVPM
627,PW05010103026324,Opthalmic - Mulavana Road,0,1.2,1.2,TVPM
628,PW05010103026325,Barton Hill Road,0,0.8,0.8,TVPM
629,PW05010103026326,Law College - Pottakuzhi Road,0,1.2,1.2,TVPM
630,PW05010103026327,"Thampuran Mukku - General HospitalRoad",0,0.5,0.5,TVPM
631,PW05010103026328,VJT Hall - Flyover Road,0,0.6,0.6,TVPM
632,PW05010103026331,"M C Road (Kattachakonam) Panavilla -Parottukonam - Kariyam",0,3.57,3.57,TVPM
633,PW05010101046328,"Amaravila - OttasekharamangalamRoad",7,12.2,5.2,TVPM
634,PW05010101056340,Aithiyoor Balaramapuram Road,0,2,2,TVPM
635,PW05010101056327,Vandithadam - Palapoor Road,0,4,4,TVPM
636,PW05010101056329,Chappath - Ambalathinmoola Road,0,1.3,1.3,TVPM
637,PW05010101056328,Mullumukku Venganoor Road,0,1.5,1.5,TVPM
638,PW05010103026332,Pattoor - PMG Road,0,2.29,2.29,TVPM
639,PW05010105016304,Chirayinkil - Kaniyapuram Road,0,7,7,TVPM
640,PW05010105016327,Perumkuzhi - Perumkuzhikadavu Road,0,1,1,TVPM
641,PW05010105016331,"17th mile T.Q.Road to join 3rd mileVejaramoodu - Attingal",0,6.2,6.2,TVPM
642,PW05010404016305,"Karuvalil - Kannattumudi Road(Eravankara Riots)",0,2.628,2.628,TVPM
643,PW424630008,Kodanadu Bridge Approach Road,0,0.65,0.65,TVPM
644,PW424630009,Vazahyila Pallimukku Road,0,2,2,TVPM
645,PW424630010,"Old Ettumanoor -Poonjar Road-Erattupetta-Kaduvamuzhi",0,0.21,0.21,TVPM
646,PW424630011,"Old Ettumanoor- Poonjar Road-Marygiri Junction - Bharanganam",0,0.12,0.12,TVPM
647,PW424630012,"Old Ettumanoor-Poonjar Road-Melambara",0,0.3,0.3,TVPM
648,PW05010301026340,Kurishinmoodu-Kottipillethu road,0,7.2,7.2,TVPM
649,PW424630013,Aylara - Ernoorkarikkam - Manalil road,0,5.1,5.1,TVPM
